<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RU000A100V79;1;20190930;121300;100.0800000;100.0800000;100.0800000;100.0800000;5
RU000A100V79;1;20190930;122900;100.0800000;100.0800000;100.0800000;100.0800000;7
RU000A100V79;1;20190930;123600;100.0800000;100.0800000;100.0800000;100.0800000;3
RU000A100V79;1;20190930;124300;100.0500000;100.0500000;100.0500000;100.0500000;10
RU000A100V79;1;20190930;125300;100.0800000;100.0800000;100.0800000;100.0800000;15
RU000A100V79;1;20190930;130200;100.0800000;100.0800000;100.0800000;100.0800000;82
RU000A100V79;1;20190930;130800;100.0800000;100.0800000;100.0800000;100.0800000;80
RU000A100V79;1;20190930;131000;100.0800000;100.0800000;100.0800000;100.0800000;1
RU000A100V79;1;20190930;131500;100.0600000;100.0600000;99.9000000;99.9000000;20010
RU000A100V79;1;20190930;131600;100.0500000;100.0500000;100.0500000;100.0500000;1
RU000A100V79;1;20190930;131700;100.0500000;100.0500000;100.0400000;100.0400000;4
RU000A100V79;1;20190930;132400;100.0200000;100.0200000;100.0200000;100.0200000;90
RU000A100V79;1;20190930;132500;100.0200000;100.0200000;100.0200000;100.0200000;1000
RU000A100V79;1;20190930;133800;100.0200000;100.0200000;100.0200000;100.0200000;10
RU000A100V79;1;20190930;134400;100.0200000;100.0200000;100.0200000;100.0200000;10
RU000A100V79;1;20190930;135000;100.0200000;100.0200000;100.0200000;100.0200000;105
RU000A100V79;1;20190930;135900;100.0100000;100.0100000;100.0100000;100.0100000;10
RU000A100V79;1;20190930;140000;100.0000000;100.0000000;99.9900000;99.9900000;126
RU000A100V79;1;20190930;140100;99.9800000;99.9800000;99.9800000;99.9800000;164
RU000A100V79;1;20190930;140300;100.0200000;100.0200000;100.0200000;100.0200000;1
RU000A100V79;1;20190930;140500;100.0200000;100.0200000;100.0200000;100.0200000;53
RU000A100V79;1;20190930;141500;100.0000000;100.0000000;99.9000000;99.9000000;20760
RU000A100V79;1;20190930;141600;99.9000000;100.0100000;99.9000000;100.0100000;249
RU000A100V79;1;20190930;142100;100.0100000;100.0100000;100.0100000;100.0100000;21
RU000A100V79;1;20190930;142200;100.0200000;100.0200000;100.0200000;100.0200000;79
RU000A100V79;1;20190930;143300;100.0200000;100.0200000;100.0200000;100.0200000;140
RU000A100V79;1;20190930;145500;100.0200000;100.0200000;100.0200000;100.0200000;1
RU000A100V79;1;20190930;145700;100.0200000;100.0200000;100.0200000;100.0200000;150
