<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
RU000A0JXQ93;0;20190121;133530;104.390000000;1
RU000A0JXQ93;0;20190121;133530;104.390000000;1
RU000A0JXQ93;0;20190121;133857;104.390000000;7
RU000A0JXQ93;0;20190121;133857;104.400000000;93
RU000A0JXQ93;0;20190121;144918;104.190000000;2
RU000A0JXQ93;0;20190121;152642;104.390000000;2
RU000A0JXQ93;0;20190121;152642;104.400000000;30
RU000A0JXQ93;0;20190121;152642;104.400000000;10
RU000A0JXQ93;0;20190121;152642;104.420000000;8
RU000A0JXQ93;0;20190121;161408;104.420000000;2
RU000A0JXQ93;0;20190121;170333;104.400000000;19
RU000A0JXQ93;0;20190121;171333;104.400000000;1
RU000A0JXQ93;0;20190121;171333;104.420000000;19
RU000A0JXQ93;0;20190121;172026;104.420000000;1
RU000A0JXQ93;0;20190122;100539;103.610000000;1
RU000A0JXQ93;0;20190122;100539;103.600000000;1
RU000A0JXQ93;0;20190122;100729;104.490000000;1
RU000A0JXQ93;0;20190122;100729;104.490000000;10
RU000A0JXQ93;0;20190122;100729;104.500000000;89
RU000A0JXQ93;0;20190122;100900;104.500000000;3
RU000A0JXQ93;0;20190122;103537;104.450000000;2
RU000A0JXQ93;0;20190122;103657;104.450000000;2
RU000A0JXQ93;0;20190122;104022;104.450000000;1
RU000A0JXQ93;0;20190122;104212;104.450000000;2
RU000A0JXQ93;0;20190122;110058;104.200000000;10
RU000A0JXQ93;0;20190122;111021;104.200000000;100
RU000A0JXQ93;0;20190122;112702;104.200000000;1
RU000A0JXQ93;0;20190122;114011;104.200000000;25
RU000A0JXQ93;0;20190122;132542;104.200000000;21
RU000A0JXQ93;0;20190122;135959;104.200000000;37
RU000A0JXQ93;0;20190122;142810;104.200000000;8
RU000A0JXQ93;0;20190122;144213;104.200000000;75
RU000A0JXQ93;0;20190122;151032;104.110000000;13
RU000A0JXQ93;0;20190122;151254;104.190000000;1
RU000A0JXQ93;0;20190122;162616;104.190000000;2
RU000A0JXQ93;0;20190122;162702;104.110000000;4
RU000A0JXQ93;0;20190122;163114;104.100000000;20
RU000A0JXQ93;0;20190122;163114;104.020000000;22
RU000A0JXQ93;0;20190122;163114;104.000000000;10
RU000A0JXQ93;0;20190122;163114;104.000000000;4
RU000A0JXQ93;0;20190122;163843;103.990000000;10
RU000A0JXQ93;0;20190122;164044;103.990000000;3
RU000A0JXQ93;0;20190122;164045;103.990000000;1
RU000A0JXQ93;0;20190122;165911;104.000000000;60
RU000A0JXQ93;0;20190122;170022;104.000000000;4
RU000A0JXQ93;0;20190122;172015;104.000000000;1
RU000A0JXQ93;0;20190122;172510;104.000000000;1
RU000A0JXQ93;0;20190122;174049;104.000000000;5
RU000A0JXQ93;0;20190122;175532;104.000000000;1
RU000A0JXQ93;0;20190122;175728;104.000000000;10
RU000A0JXQ93;0;20190122;180428;104.000000000;1
RU000A0JXQ93;0;20190122;181300;104.000000000;10
RU000A0JXQ93;0;20190122;184125;104.000000000;27
RU000A0JXQ93;0;20190123;103648;104.450000000;10
RU000A0JXQ93;0;20190123;103935;104.460000000;150
RU000A0JXQ93;0;20190123;103935;104.470000000;50
RU000A0JXQ93;0;20190123;110715;104.450000000;3
RU000A0JXQ93;0;20190123;110951;103.890000000;8
RU000A0JXQ93;0;20190123;110951;103.880000000;14
RU000A0JXQ93;0;20190123;112837;104.440000000;1
RU000A0JXQ93;0;20190123;122451;104.210000000;1
RU000A0JXQ93;0;20190123;122836;104.140000000;3
RU000A0JXQ93;0;20190123;122921;104.100000000;10
RU000A0JXQ93;0;20190123;122945;104.110000000;7
RU000A0JXQ93;0;20190123;125508;104.380000000;10
RU000A0JXQ93;0;20190123;133245;104.020000000;4
RU000A0JXQ93;0;20190123;133245;104.020000000;8
RU000A0JXQ93;0;20190123;133246;104.020000000;10
RU000A0JXQ93;0;20190123;133643;104.010000000;14
